name,state,state_code,type,population,website,total_schools,total_students,mailing_address,grade_span,locale,csa_cbsa,domain_name,physical_address,phone,status,student_teacher_ratio,supervisory_union,county,created_at,updated_at,id
City of Jacksonville,Florida,FL,City,961739,https://www.jacksonville.gov,,,,,,,,,,,,,Duval County,2025-11-08 10:49:43.729281+00,2025-11-08 10:49:43.729283+00,69f1a09f-4cfb-47fb-b43e-eeb382b20606
City of Pearland,Texas,TX,City,125983,https://www.pearlandtx.gov,,,,,,,,,,,,,Brazoria County,2025-11-08 11:01:29.718991+00,2025-11-08 11:01:29.718993+00,6a43c4e0-0aa9-44b8-8420-3998066649a9
City of Boston,Massachusetts,MA,City,663972,https://www.boston.gov,,,,,,,,,,,,,Suffolk County,2025-11-08 10:53:46.247595+00,2025-11-08 10:53:46.247597+00,6a975e24-143c-43ad-96fb-dc4ff601015e
City of Rancho Cucamonga,California,CA,City,174693,https://www.cityofrc.us,,,,,,,,,,,,,San Bernardino County,2025-11-08 10:49:05.029526+00,2025-11-08 10:49:05.029528+00,6aea7002-a587-48a9-b3b7-5ac24ddc193e
City of West Jordan,Utah,UT,City,116277,https://www.westjordan.utah.gov,,,,,,,,,,,,,Salt Lake County,2025-11-08 11:01:29.728246+00,2025-11-08 11:01:29.728249+00,6af1b2c3-8227-4edc-a5d0-19923f379966
City of Concord,North Carolina,NC,City,106518,https://concordnc.gov,,,,,,,,,,,,,Cabarrus County,2025-11-08 10:57:38.31175+00,2025-11-08 10:57:38.311752+00,6b00a8c7-9a90-40f7-b695-e2724ef203a5
Anne Arundel County,Maryland,MD,County,590936,https://www.aacounty.org,,,,,,,,,,,,,,2025-11-08 10:53:46.234809+00,2025-11-08 10:53:46.234812+00,6b0ecc88-13fc-42b0-80ee-0f88dbd8b09d
Kitsap County,Washington,WA,County,276581,https://www.kitsap.gov/,,,,,,,,,,,,,,2025-11-08 11:02:07.074637+00,2025-11-08 11:02:07.07464+00,6b24c508-5bb6-4b60-a7f3-3392d7af43d0
Calcasieu Parish,Louisiana,LA,County,208668,https://www.calcasieu.gov/,,,,,,,,,,,,,,2025-11-08 10:53:25.190108+00,2025-11-08 10:53:25.190111+00,6c0b84c0-6f36-4006-830b-6fe7851b4f6e
Hunterdon County,New Jersey,NJ,County,129448,https://www.co.hunterdon.nj.us,,,,,,,,,,,,,,2025-11-08 10:55:47.458342+00,2025-11-08 10:55:47.458345+00,6d45f192-53b6-4b99-81b7-b3bed59b60ef
City of Tuscaloosa,Alabama,AL,City,107699,https://www.tuscaloosa.com,,,,,,,,,,,,,Tuscaloosa County,2025-11-08 10:48:12.729449+00,2025-11-08 10:48:12.729452+00,6d53efaf-2dbd-4c6c-9a44-74163621bf04
City of Port St. Lucie,Florida,FL,City,220453,https://www.cityofpsl.com,,,,,,,,,,,,,Saint Lucie County,2025-11-08 10:49:43.728676+00,2025-11-08 10:49:43.728678+00,6d8dca0b-270a-4fd3-84a5-65a0226b951b
Baldwin County,Alabama,AL,County,239945,https://baldwincountyal.gov,,,,,,,,,,,,,,2025-11-08 10:48:12.728874+00,2025-11-08 10:48:12.728877+00,6dfbf1d1-bf94-41a6-af13-456b1b56a0ef
Randall County,Texas,TX,County,143791,https://randallcounty.gov,,,,,,,,,,,,,,2025-11-08 11:00:48.739655+00,2025-11-08 11:00:48.739658+00,6ea0f04b-97c2-465c-a170-da1d1495f23f
City of Rochester,Minnesota,MN,City,121638,https://www.rochestermn.gov,,,,,,,,,,,,,Olmsted County,2025-11-08 10:54:23.273337+00,2025-11-08 10:54:23.27334+00,6f492a64-57ab-42ce-86d8-2d08ccf68cee
City of Richardson,Texas,TX,City,118269,https://www.cor.net,,,,,,,,,,,,,Dallas County,2025-11-08 11:00:48.743948+00,2025-11-08 11:00:48.74395+00,6fb789d6-7e76-4141-b0dd-19c068c91dc4
Tulsa County,Oklahoma,OK,County,673708,https://www2.tulsacounty.org,,,,,,,,,,,,,,2025-11-08 10:58:36.689555+00,2025-11-08 10:58:36.689557+00,70429e5b-5901-4dbd-86c2-73fffca159a7
City of Edinburg,Texas,TX,City,102561,https://cityofedinburg.com,,,,,,,,,,,,,Hidalgo County,2025-11-08 11:01:29.719093+00,2025-11-08 11:01:29.719096+00,70bd756c-b570-40eb-9280-d64bfb19019e
Washington County,Oregon,OR,County,600266,https://www.washingtoncountyor.gov,,,,,,,,,,,,,,2025-11-08 10:58:36.698464+00,2025-11-08 10:58:36.698466+00,70f51234-30e9-4625-8508-b11f89e0f600
Chittenden County,Vermont,VT,County,168831,https://www.ccrpcvt.org,,,,,,,,,,,,,,2025-11-08 11:01:29.732503+00,2025-11-08 11:01:29.732506+00,71164692-44c8-43d8-9580-744b4d69ee4d
Cambria County,Pennsylvania,PA,County,132355,https://www.cambriacountypa.gov,,,,,,,,,,,,,,2025-11-08 10:59:17.219486+00,2025-11-08 10:59:17.219489+00,714ef33b-b777-4347-bc19-413ab37091cf
Florence County,South Carolina,SC,County,136921,https://www.florenceco.org,,,,,,,,,,,,,,2025-11-08 11:00:02.967308+00,2025-11-08 11:00:02.967311+00,71764ee7-98cf-4ec4-8c35-074c85edacdf
City of Shreveport,Louisiana,LA,City,183483,https://www.shreveportla.gov/,,,,,,,,,,,,,Caddo Parish County,2025-11-08 10:53:25.192658+00,2025-11-08 10:53:25.192661+00,7184f26c-9950-49f5-a4d5-7aee7a60225e
Calhoun County,Michigan,MI,County,133846,https://www.calhouncountymi.gov,,,,,,,,,,,,,,2025-11-08 10:54:03.488149+00,2025-11-08 10:54:03.488152+00,71e8a730-7df2-4029-97d6-4a2dc364bc35
Baltimore County,Maryland,MD,County,849586,https://www.baltimorecountymd.gov,,,,,,,,,,,,,,2025-11-08 10:53:46.234726+00,2025-11-08 10:53:46.234729+00,72367664-0ad9-48f6-a79e-7feed6bc9cb3
City of Provo,Utah,UT,City,114303,https://www.provo.gov,,,,,,,,,,,,,Utah County,2025-11-08 11:01:29.726331+00,2025-11-08 11:01:29.726333+00,727ad85a-e295-418d-a30e-b8e484c127dd
City of Chico,California,CA,City,102032,https://chico.ca.us,,,,,,,,,,,,,Butte County,2025-11-08 10:49:05.024258+00,2025-11-08 10:49:05.024261+00,72dfd86d-cdd9-41de-bfa4-c7d25a06e865
Plymouth County,Massachusetts,MA,County,531889,https://www.plymouthcountyma.gov/,,,,,,,,,,,,,,2025-11-08 10:53:46.246382+00,2025-11-08 10:53:46.246385+00,731362e6-651a-436c-ae2d-65d83c853dec
City of Rialto,California,CA,City,103866,https://www.rialtoca.gov,,,,,,,,,,,,,San Bernardino County,2025-11-08 10:49:05.029975+00,2025-11-08 10:49:05.029978+00,7390d93c-a0d0-43b7-8059-b10376528966
Cochise County,Arizona,AZ,County,125458,https://www.cochise.az.gov,,,,,,,,,,,,,,2025-11-08 10:48:29.677278+00,2025-11-08 10:48:29.677281+00,74322b63-7dfd-4a08-b390-7bc71ebe4c08
Brevard County,Florida,FL,County,620533,https://www.brevardfl.gov,,,,,,,,,,,,,,2025-11-08 10:49:43.726333+00,2025-11-08 10:49:43.726335+00,74595374-0260-450b-adcb-2f72345d6937
Adams County,Colorado,CO,County,524408,https://adcogov.org,,,,,,,,,,,,,,2025-11-08 10:49:05.03943+00,2025-11-08 10:49:05.039433+00,74615023-d9bb-4350-8a8f-0e4b39cfd5e4
Westmoreland County,Pennsylvania,PA,County,353345,https://www.westmorelandcountypa.gov,,,,,,,,,,,,,,2025-11-08 10:59:17.219421+00,2025-11-08 10:59:17.219424+00,74e88e8f-e9fc-44ee-859f-77e0e3110ccb
City of Madison,Wisconsin,WI,City,275568,https://www.cityofmadison.com,,,,,,,,,,,,,Dane County,2025-11-08 11:02:49.704107+00,2025-11-08 11:02:49.704109+00,75209259-5d63-4a3e-8a14-0678c7550576
Sussex County,Delaware,DE,County,247799,https://sussexcountyde.gov/,,,,,,,,,,,,,,2025-11-08 10:49:43.721647+00,2025-11-08 10:49:43.72165+00,7538ebca-eacc-4c13-816b-4baf83a3b7e1
City of Las Vegas,Nevada,NV,City,650873,https://www.lasvegasnevada.gov,,,,,,,,,,,,,Clark County,2025-11-08 10:55:47.439185+00,2025-11-08 10:55:47.439188+00,7654443e-03d9-4d86-8e20-53b0d10b1feb
Escambia County,Florida,FL,County,323275,https://myescambia.com/,,,,,,,,,,,,,,2025-11-08 10:49:43.726857+00,2025-11-08 10:49:43.72686+00,767766fe-a419-4eea-a1bc-6976f432edc2
Matanuska-Susitna Borough,Alaska,AK,County,110677,https://matsugov.us,,,,,,,,,,,,,,2025-11-08 10:48:12.735702+00,2025-11-08 10:48:12.735705+00,779e2baf-71f5-49fc-9884-244f7b3281ce
Monroe County,Michigan,MI,County,155001,https://www.co.monroe.mi.us,,,,,,,,,,,,,,2025-11-08 10:54:03.48803+00,2025-11-08 10:54:03.488032+00,784714e3-c79c-45ea-8bbe-908afa719a99
City of Concord,California,CA,City,124260,https://cityofconcord.org,,,,,,,,,,,,,Contra Costa County,2025-11-08 10:49:05.026884+00,2025-11-08 10:49:05.026886+00,78c851e5-4971-485a-beba-d5645c4430f7
Fort Bend County,Texas,TX,County,859721,https://www.fortbendcountytx.gov,,,,,,,,,,,,,,2025-11-08 11:00:48.738453+00,2025-11-08 11:00:48.738455+00,78e468f2-12a5-40f0-80a7-078f0af88d5b
City of Downey,California,CA,City,111793,https://www.downeyca.org/,,,,,,,,,,,,,Los Angeles County,2025-11-08 10:49:05.030752+00,2025-11-08 10:49:05.030756+00,790ef9fd-71a8-40f5-ad5a-ea7a8f83ea66
Vanderburgh County,Indiana,IN,County,179908,https://www.evansvillegov.org/county/,,,,,,,,,,,,,,2025-11-08 10:51:55.198464+00,2025-11-08 10:51:55.198467+00,7919683f-741d-4c6e-8755-43a1d74b03d2
City of El Monte,California,CA,City,107066,https://www.elmonteca.gov,,,,,,,,,,,,,Los Angeles County,2025-11-08 10:49:05.028384+00,2025-11-08 10:49:05.028386+00,7967e10c-e85a-48dc-8a0e-50e5f7e5f563
Lower Connecticut River Valley Planning Region,Connecticut,CT,County,174983,https://www.rivercog.org,,,,,,,,,,,,,,2025-11-08 10:49:43.71968+00,2025-11-08 10:49:43.719683+00,79fec0d7-8035-4781-abf4-fb3edfbb98d5
City of Montgomery,Alabama,AL,City,198440,https://www.montgomeryal.gov,,,,,,,,,+1,,,,Montgomery County,2025-11-08 10:48:12.734303+00,2025-11-08 10:48:12.734306+00,7a6ddc6a-6c16-4197-9d03-90f552dc668e
City of El Paso,Texas,TX,City,678147,https://www.elpasotexas.gov,,,,,,,,,,,,,El Paso County,2025-11-08 11:01:29.714885+00,2025-11-08 11:01:29.714888+00,7a925d18-4f8e-45c6-98f6-875b9564ecdf
Santa Rosa County,Florida,FL,County,193719,https://www.santarosa.fl.gov/,,,,,,,,,,,,,,2025-11-08 10:49:43.726072+00,2025-11-08 10:49:43.726075+00,7aa042b1-f29e-4f72-a3e6-9a1e4bb35dd0
City of Durham,North Carolina,NC,City,288465,https://www.durhamnc.gov,,,,,,,,,,,,,Durham County,2025-11-08 10:57:38.309678+00,2025-11-08 10:57:38.309681+00,7ab08002-af73-445e-8d41-b0e550f5fd33
Franklin County,Missouri,MO,County,105316,https://www.franklinmo.org,,,,,,,,,,,,,,2025-11-08 10:55:17.067466+00,2025-11-08 10:55:17.067469+00,7ac55411-75bf-4615-9483-b7cb8eb5da48
City of Houston,Texas,TX,City,2300419,https://www.houstontx.gov,,,,,,,,,,,,,Harris County,2025-11-08 11:01:29.717479+00,2025-11-08 11:01:29.717482+00,7b850ac5-d4b5-42ee-afa0-dfa1fb41ae98
Winnebago County,Wisconsin,WI,County,171357,https://www.co.winnebago.wi.us,,,,,,,,,,,,,,2025-11-08 11:02:49.699666+00,2025-11-08 11:02:49.699668+00,7b87518d-8805-4a8d-abc0-ea538359d56d
Clarke County,Georgia,GA,County,129267,https://www.accgov.com,,,,,,,,,,,,,,2025-11-08 10:49:43.736354+00,2025-11-08 10:49:43.736357+00,7bd4cf82-3a6f-49d1-85ae-55c0a1932b70
Delaware County,Indiana,IN,County,112109,https://www.co.delaware.in.us,,,,,,,,,,,,,,2025-11-08 10:51:55.198074+00,2025-11-08 10:51:55.198077+00,7be89c43-070b-4394-a662-d4ddc101e452
City of Westminster,Colorado,CO,City,115546,https://www.westminsterco.gov,,,,,,,,,,,,,Adams County,2025-11-08 10:49:05.0409+00,2025-11-08 10:49:05.040903+00,7c1d8c5e-8b02-4b98-9184-820b5c1982a6
Fayette County,Georgia,GA,County,120689,https://fayettecountyga.gov/,,,,,,,,,,,,,,2025-11-08 10:49:43.737805+00,2025-11-08 10:49:43.737808+00,7cc17eda-3ed2-4d5d-8a1d-f527527363de
City of Cary,North Carolina,NC,City,176686,https://www.townofcary.org,,,,,,,,,,,,,Wake County,2025-11-08 10:57:38.308558+00,2025-11-08 10:57:38.308561+00,7d57e13a-ba67-449a-8ef2-6e2e923b3d65
Polk County,Florida,FL,County,760961,https://www.polk-county.net,,,,,,,,,,,,,,2025-11-08 10:49:43.726213+00,2025-11-08 10:49:43.726215+00,7dcd112c-0019-4232-bef8-134c3b5e029f
Randolph County,North Carolina,NC,County,145322,http://www.randolphcountync.gov,,,,,,,,,,,,,,2025-11-08 10:57:38.304716+00,2025-11-08 10:57:38.304718+00,7e48a2b4-a5b5-4231-a15f-3baba7950222
City of Colorado Springs,Colorado,CO,City,483099,https://coloradosprings.gov,,,,,,,,,,,,,El Paso County,2025-11-08 10:49:05.04029+00,2025-11-08 10:49:05.040293+00,7ea44d99-cde7-4892-9993-20bc8d008370
City of Palmdale,California,CA,City,165487,https://www.cityofpalmdaleca.gov,,,,,,,,,,,,,Los Angeles County,2025-11-08 10:48:36.927536+00,2025-11-08 10:48:36.927539+00,7f528480-7435-45ef-9229-cac8572627be
Comal County,Texas,TX,County,174552,https://www.co.comal.tx.us,,,,,,,,,,,,,,2025-11-08 11:00:48.739966+00,2025-11-08 11:00:48.739969+00,7f5e435f-a9b6-4d36-860c-eb669f735a9c
City of Fremont,California,CA,City,228518,https://www.fremont.gov,,,,,,,,,,,,,Alameda County,2025-11-08 10:49:05.026247+00,2025-11-08 10:49:05.02625+00,7fac4191-002e-456e-95a5-c742eac890ad
Santa Clara County,California,CA,County,1903297,https://www.santaclaracounty.gov,,,,,,,,,,,,,,2025-11-08 10:48:36.926289+00,2025-11-08 10:48:36.926292+00,7fc730e0-7ccb-4cb3-806e-c1e09b2fa58c
City of South Fulton,Georgia,GA,City,109157,https://www.cityofsouthfultonga.gov,,,,,,,,,,,,,Fulton County,2025-11-08 10:50:28.453194+00,2025-11-08 10:50:28.453196+00,80539a4f-6a11-4cef-b792-b699e71dfa04
City of New Haven,Connecticut,CT,City,132893,https://www.newhavenct.gov/,,,,,,,,,,,,,South Central Connecticut Planning Region County,2025-11-08 10:49:43.720432+00,2025-11-08 10:49:43.720434+00,80abfcea-6874-43fd-b541-554351a715d5
City of Greeley,Colorado,CO,City,109421,https://greeleygov.com,,,,,,,,,,,,,Weld County,2025-11-08 10:49:05.041266+00,2025-11-08 10:49:05.041269+00,80b55f07-8d1a-457a-80a4-eecae05b72f6
Butler County,Ohio,OH,County,389910,https://www.bcohio.gov,,,,,,,,,,,,,,2025-11-08 10:58:14.227577+00,2025-11-08 10:58:14.22758+00,811fff94-2d97-4b77-9ccf-3902cb94f852
Madison County,Mississippi,MS,County,110303,https://madison-co.com,,,,,,,,,,,,,,2025-11-08 10:54:35.098781+00,2025-11-08 10:54:35.098784+00,8147bd33-f27d-4940-b9c9-bb46c196e252
City of Augusta-Richmond County consolidated government,Georgia,GA,City,201504,https://www.augustaga.gov,,,,,,,,,,,,,,2025-11-08 10:50:28.4613+00,2025-11-08 10:50:28.461303+00,8154959e-9e4c-4090-b22f-3d79edd3d141
City of Santa Maria,California,CA,City,109880,https://www.cityofsantamaria.org,,,,,,,,,,,,,Santa Barbara County,2025-11-08 10:49:05.030199+00,2025-11-08 10:49:05.030202+00,81d3cd8e-8051-4246-aeec-df8c09aa75c3
City of Inglewood,California,CA,City,105575,https://www.cityofinglewood.org,,,,,,,,,,,,,Los Angeles County,2025-11-08 10:48:36.927931+00,2025-11-08 10:48:36.927934+00,8294daa5-94b7-4d44-9b2a-4304ce921783
City of Miramar,Florida,FL,City,135986,https://www.miramarfl.gov,,,,,,,,,,,,,Broward County,2025-11-08 10:49:43.729522+00,2025-11-08 10:49:43.729525+00,832affe7-7e62-49fe-b7a1-976a978972c7
New Castle County,Delaware,DE,County,573030,https://www.newcastlede.gov,,,,,,,,,,,,,,2025-11-08 10:49:43.721627+00,2025-11-08 10:49:43.72163+00,832be322-1b35-499f-bd1a-b700f8c0941a
Cowlitz County,Washington,WA,County,111539,https://www.co.cowlitz.wa.us,,,,,,,,,,,,,,2025-11-08 11:02:07.073992+00,2025-11-08 11:02:07.073994+00,83879279-0697-4412-a900-52051fb89081
Nevada County,California,CA,County,102452,https://nevadacountyca.gov/,,,,,,,,,,,,,,2025-11-08 10:48:36.9248+00,2025-11-08 10:48:36.924804+00,83d7ef68-0335-49c8-bbff-eb61d913f1ff
Cameron County,Texas,TX,County,423192,https://www.cameroncountytx.gov,,,,,,,,,,,,,,2025-11-08 11:00:48.740991+00,2025-11-08 11:00:48.740994+00,8407d8ad-144f-4cd9-8bcb-0b7efd811b04
Washtenaw County,Michigan,MI,County,368394,https://www.washtenaw.org/,,,,,,,,,,,,,,2025-11-08 10:54:03.487604+00,2025-11-08 10:54:03.487606+00,84911ad5-453c-49e9-9978-d929e1a84d56
Yolo County,California,CA,County,217782,https://www.yolocounty.gov/,,,,,,,,,,,,,,2025-11-08 10:48:36.926373+00,2025-11-08 10:48:36.926376+00,84c0b0e9-ed98-4e3a-a145-c582be24d744
City of Escondido,California,CA,City,149913,https://www.escondido.gov,,,,,,,,,,,,,San Diego County,2025-11-08 10:49:05.032546+00,2025-11-08 10:49:05.032549+00,84da0cda-bf2b-421d-98e2-e0e244753ff0
Hardin County,Kentucky,KY,County,111452,https://hardincountyky.gov,,,,,,,,,,,,,,2025-11-08 10:53:25.184471+00,2025-11-08 10:53:25.184473+00,84dfa0b6-0894-456c-bf4a-a3f9022af6f4
City of Lansing,Michigan,MI,City,112546,https://www.lansingmi.gov,,,,,,,,,,,,,Ingham County,2025-11-08 10:54:23.258114+00,2025-11-08 10:54:23.258116+00,8583662d-4241-4198-9709-854286aaa189
City of Oakland,California,CA,City,438072,https://www.oaklandca.gov,,,,,,,,,,,,,Alameda County,2025-11-08 10:49:05.027953+00,2025-11-08 10:49:05.027956+00,86642c09-035c-4493-b220-77700e7d701d
Kent County,Michigan,MI,County,658844,https://www.kentcountymi.gov/,,,,,,,,,,,,,,2025-11-08 10:54:03.486751+00,2025-11-08 10:54:03.486753+00,867d1d60-bd8d-49e0-9c10-d94b2920a644
City of Corpus Christi,Texas,TX,City,317383,https://www.corpuschristitx.gov/,,,,,,,,,,,,,Nueces County,2025-11-08 11:01:29.720282+00,2025-11-08 11:01:29.720285+00,86e9b73a-c573-422f-a9ba-9a3eae61c992
City of Meridian,Idaho,ID,City,124865,https://meridiancity.org,,,,,,,,,,,,,Ada County,2025-11-08 10:50:28.464658+00,2025-11-08 10:50:28.46466+00,86ecc890-ae48-45c1-ac3f-795079dcbe64
Riverside County,California,CA,County,2449909,https://rivco.org,,,,,,,,,,,,,,2025-11-08 10:48:36.925271+00,2025-11-08 10:48:36.925273+00,86f07651-1176-4fe2-8e26-c47649e595d7
Shasta County,California,CA,County,181554,https://www.shastacounty.gov,,,,,,,,,,,,,,2025-11-08 10:48:36.925395+00,2025-11-08 10:48:36.925419+00,877b231e-f3b4-4b36-a503-bfbcc0b9ce0f
Collin County,Texas,TX,County,1116601,https://www.collincountytx.gov/,,,,,,,,,,,,,,2025-11-08 11:00:48.741011+00,2025-11-08 11:00:48.741014+00,87879655-2268-4660-9bbc-565ca95dab72
Comanche County,Oklahoma,OK,County,121699,https://www.comanchecountyok.gov,,,,,,,,,,,,,,2025-11-08 10:58:36.688624+00,2025-11-08 10:58:36.688626+00,878e32d2-feb3-4c04-8ea9-6fde23e46a53
City of Athens-Clarke County unified government,Georgia,GA,City,126987,https://www.accgov.com,,,,,,,,,,,,,Clarke County,2025-11-08 10:50:28.453336+00,2025-11-08 10:50:28.453339+00,87e984df-7edc-4928-a2a7-19473fa0ce38
McHenry County,Illinois,IL,County,311366,https://www.mchenrycountyil.gov,,,,,,,,,,,,,,2025-11-08 10:51:14.627646+00,2025-11-08 10:51:14.627649+00,883045a5-5e89-4254-8c2d-221bb1c3691b
Utah County,Utah,UT,County,683622,https://www.utahcounty.gov/,,,,,,,,,,,,,,2025-11-08 11:01:29.725917+00,2025-11-08 11:01:29.72592+00,8830a6f4-59f0-424a-9466-f32d5ade263f
Centre County,Pennsylvania,PA,County,158041,https://www.centrecountypa.gov,,,,,,,,,,,,,,2025-11-08 10:59:17.220121+00,2025-11-08 10:59:17.220124+00,88614444-ef60-4dd3-8e12-302a9534396c
Berks County,Pennsylvania,PA,County,429989,https://www.berkspa.gov,,,,,,,,,,,,,,2025-11-08 10:59:17.220347+00,2025-11-08 10:59:17.22035+00,889b7b98-0d5a-4c64-a56e-eacd51b95eee
City of Gainesville,Florida,FL,City,143611,https://www.gainesvillefl.gov,,,,,,,,,,,,,Alachua County,2025-11-08 10:49:43.731495+00,2025-11-08 10:49:43.731498+00,88b52a35-d9aa-43c9-a66c-f87bbbae46ea
Gallatin County,Montana,MT,County,122194,https://www.gallatinmt.gov/,,,,,,,,,,,,,,2025-11-08 10:55:17.08351+00,2025-11-08 10:55:17.083513+00,8908ea73-417c-4136-a90e-d43f3f06e220
Minnehaha County,South Dakota,SD,County,200689,https://www.minnehahacounty.gov,,,,,,,,,,,,,,2025-11-08 11:00:02.975449+00,2025-11-08 11:00:02.975451+00,896ada95-ec68-4e82-aeb3-7b86530a1af0
Thurston County,Washington,WA,County,296640,https://www.thurstoncountywa.gov,,,,,,,,,,,,,,2025-11-08 11:02:07.074492+00,2025-11-08 11:02:07.074495+00,8abcceec-0879-4342-bcff-70a1822b9ac0
Fulton County,Georgia,GA,County,1068507,https://fultoncountyga.gov,,,,,,,,,,,,,,2025-11-08 10:49:43.737968+00,2025-11-08 10:49:43.737971+00,8ac26822-dcc4-4819-852e-3186deac827d
Monroe County,Pennsylvania,PA,County,167784,https://www.monroecountypa.gov,,,,,,,,,,,,,,2025-11-08 10:59:17.22008+00,2025-11-08 10:59:17.220082+00,8acd84da-25ab-4d6e-a109-087bc331b7bc
Washington County,Rhode Island,RI,County,130073,https://washingtoncountyri.com,,,,,,,,,,,,,,2025-11-08 11:00:02.964613+00,2025-11-08 11:00:02.964616+00,8aeb58fe-fad8-4bf8-a04f-9c40014eb8dc
Lee County,Alabama,AL,County,177663,https://www.leeco.us,,,,,,,,,,,,,,2025-11-08 10:48:12.728543+00,2025-11-08 10:48:12.728546+00,8b5b169e-05a0-48c1-a7dc-d26ac5fdaddd
City of Goodyear,Arizona,AZ,City,102891,https://www.goodyearaz.gov,,,,,,,,,,,,,Maricopa County,2025-11-08 10:48:29.679374+00,2025-11-08 10:48:29.679378+00,8c18e64a-a28a-4c45-9fc0-ee15f64209aa
Kalamazoo County,Michigan,MI,County,261437,http://www.kalamazoocounty.com,,,,,,,,,,,,,,2025-11-08 10:54:03.487583+00,2025-11-08 10:54:03.487586+00,8c338f95-6d3b-426c-80ef-5572478867c5
City of Newark,New Jersey,NJ,City,307188,https://www.newarknj.gov,,,,,,,,,,,,,Essex County,2025-11-08 10:55:47.45961+00,2025-11-08 10:55:47.459613+00,8c5fc820-6a62-4792-834b-13ade773183f
Kaufman County,Texas,TX,County,160718,https://www.kaufmancounty.net,,,,,,,,,,,,,,2025-11-08 11:00:48.740728+00,2025-11-08 11:00:48.74073+00,8c60c833-61df-4762-93d0-2d23a27fe875
Onslow County,North Carolina,NC,County,208537,https://www.onslowcountync.gov,,,,,,,,,,,,,,2025-11-08 10:57:38.304478+00,2025-11-08 10:57:38.304481+00,8c95c816-152b-467d-bc5b-8e36da88c044
City of Evansville,Indiana,IN,City,116441,https://www.evansvillegov.org,,,,,,,,,,,,,Vanderburgh County,2025-11-08 10:51:55.205869+00,2025-11-08 10:51:55.205872+00,8cba1c36-59e3-4ca4-befc-8ade209d3600
Volusia County,Florida,FL,County,568229,https://www.volusia.org/,,,,,,,,,,,,,,2025-11-08 10:49:43.726635+00,2025-11-08 10:49:43.726638+00,8dc78884-404c-4c51-bd9e-33482c23fc84
City of Waterbury,Connecticut,CT,City,114356,https://www.waterburyct.org,,,,,,,,,,,,,Naugatuck Valley Planning Region County,2025-11-08 10:49:43.720118+00,2025-11-08 10:49:43.720121+00,8dd99e0a-07cd-4452-bbe9-777d70f4e60e
City of Richmond,California,CA,City,115396,http://ci.richmond.ca.us/,,,,,,,,,,,,,Contra Costa County,2025-11-08 10:49:05.028587+00,2025-11-08 10:49:05.02859+00,8de0e1af-9c97-48df-a48d-958fc34aa1a8
City of Hesperia,California,CA,City,100141,http://www.cityofhesperia.us,,,,,,,,,,,,,San Bernardino County,2025-11-08 10:49:05.025673+00,2025-11-08 10:49:05.025676+00,8e1521e3-f43b-4c7f-8089-70dba9ab76ce
Clark County,Washington,WA,County,510516,https://clark.wa.gov,,,,,,,,,,,,,,2025-11-08 11:02:07.073869+00,2025-11-08 11:02:07.073872+00,8e612539-9bbb-402f-b479-abef4ea01d8f
Strafford County,New Hampshire,NH,County,131743,https://co.strafford.nh.us/,,,,,,,,,,,,,,2025-11-08 10:55:47.441127+00,2025-11-08 10:55:47.44113+00,8e8fc78e-3b7c-47ab-91c2-cb20ffc3b32d
Washington County,Arkansas,AR,County,251863,https://www.washingtoncountyar.gov,,,,,,,,,,,,,,2025-11-08 10:48:29.688002+00,2025-11-08 10:48:29.688005+00,8ec118cf-bd62-402d-8a9f-100f3e9c62b9
Kane County,Illinois,IL,County,516097,https://www.kanecountyil.gov,,,,,,,,,,,,,,2025-11-08 10:51:14.627586+00,2025-11-08 10:51:14.627588+00,8eece40a-66a0-47a0-b1f6-08e2e558e776
Cook County,Illinois,IL,County,5185812,https://www.cookcountyil.gov/,,,,,,,,,,,,,,2025-11-08 10:51:14.626426+00,2025-11-08 10:51:14.626428+00,8efb8ccc-a55c-4a57-a4bb-2827db377897
Taylor County,Texas,TX,County,144259,https://www.taylorcounty.texas.gov,,,,,,,,,,,,,,2025-11-08 11:00:48.738007+00,2025-11-08 11:00:48.738009+00,8f6a84b0-92a1-4e6c-a658-8e7f8a58608e
City of Plano,Texas,TX,City,287339,https://www.plano.gov,,,,,,,,,,,,,Collin County,2025-11-08 11:00:48.746883+00,2025-11-08 11:00:48.746885+00,8f97c138-4aa0-4ea9-88d9-a9bb73462a03
Jasper County,Missouri,MO,County,123532,https://www.jaspercountymo.gov,,,,,,,,,,,,,,2025-11-08 10:54:35.114525+00,2025-11-08 10:54:35.114527+00,8fa09eff-e792-4c68-83eb-6e101993b088
Richland County,South Carolina,SC,County,418725,https://www.richlandcountysc.gov,,,,,,,,,,,,,,2025-11-08 11:00:02.967617+00,2025-11-08 11:00:02.96762+00,8fe7a25e-cf79-41b1-8a77-ed7c605b4d8e
Livingston Parish,Louisiana,LA,County,145583,https://www.livingstonparishla.gov,,,,,,,,,,,,,,2025-11-08 10:53:25.190022+00,2025-11-08 10:53:25.190025+00,90362fc2-35fd-4f38-b916-0a558d807012
Allegheny County,Pennsylvania,PA,County,1240476,https://www.alleghenycounty.us,,,,,,,,,,,,,,2025-11-08 10:59:17.220142+00,2025-11-08 10:59:17.220145+00,9058df7d-bc5a-4134-a29e-2b24d2acd018
